TransactionID,CustomerID,AccountID,AccountType,TransactionType,Product,Firm,Region,Manager,TransactionDate,TransactionAmount,AccountBalance,RiskScore,CreditRating,TenureMonths,Year,Month,MonthName,YearMonth,Quarter
97,CUST1223,ACC89098,Credit,Transfer,Personal Loan,Firm B,Central,Manager 2,2023-12-21,53766.66,77806.89,0.880678974,716,183,2023,12,Dec,2023-12,4
100,CUST2443,ACC31539,Savings,Payment,Personal Loan,Firm D,North,Manager 3,2024-03-02,49343.21,60543.77,-0.088879036,820,38,2024,3,Mar,2024-03,1
155,CUST6351,ACC35163,Loan,Transfer,Savings Account,Firm B,East,Manager 3,2023-04-30,55583.07,53648.88,0.227243535,558,107,2023,4,Apr,2023-04,2
151,CUST3069,ACC83005,Savings,Deposit,Home Loan,Firm C,South,Manager 1,2023-09-08,59212.27,109208.15,0.572665115,537,6,2023,9,Sep,2023-09,3
54,CUST5705,ACC82947,Current,Payment,Credit Card,Firm A,Central,Manager 2,2023-02-17,87434.14,37293.72,0.986286928,489,126,2023,2,Feb,2023-02,1
134,CUST2716,ACC70314,Loan,Deposit,Personal Loan,Firm E,North,Manager 1,2024-06-07,41611.57,57846.47,1.200214092,641,76,2024,6,Jun,2024-06,2
21,CUST3306,ACC39544,Credit,Deposit,Home Loan,Firm D,North,Manager 4,2024-01-17,47857.71,33618.56,0.784788347,319,186,2024,1,Jan,2024-01,1
8,CUST1498,ACC86784,Savings,Payment,Savings Account,Firm B,West,Manager 3,2023-07-17,15085.25,75545.54,0.843828952,678,103,2023,7,Jul,2023-07,3
30,CUST8529,ACC70460,Credit,Withdrawal,Personal Loan,Firm D,East,Manager 1,2023-01-10,56862.43,73824.62,0.363114534,456,56,2023,1,Jan,2023-01,1
183,CUST4684,ACC76549,Credit,Withdrawal,Mutual Fund,Firm A,East,Manager 2,2023-10-24,84221.99,69925.02,0.097392737,619,159,2023,10,Oct,2023-10,4
45,CUST2443,ACC34568,Credit,Deposit,Personal Loan,Firm B,Central,Manager 3,2023-01-09,78069.82,30386.38,0.72499606,364,234,2023,1,Jan,2023-01,1
18,CUST3131,ACC57700,Loan,Withdrawal,Home Loan,Firm D,South,Manager 3,2023-04-17,86662.79,105608.58,0.386513986,450,126,2023,4,Apr,2023-04,2
129,CUST1497,ACC74656,Loan,Transfer,Savings Account,Firm B,East,Manager 2,2023-12-10,71481.03,69505.97,0.563529544,652,23,2023,12,Dec,2023-12,4
55,CUST2842,ACC35419,Credit,Withdrawal,Personal Loan,Firm B,East,Manager 4,2023-03-16,86383.19,67769.61,0.158651742,430,225,2023,3,Mar,2023-03,1
179,CUST7933,ACC70460,Current,Transfer,Credit Card,Firm B,East,Manager 2,2023-01-10,34883.21,4133.38,0.691168231,674,56,2023,1,Jan,2023-01,1
153,CUST9754,ACC71938,Loan,Payment,Mutual Fund,Firm B,North,Manager 1,2024-04-16,89029.49,61517.35,0.673669348,567,189,2024,4,Apr,2024-04,2
127,CUST1747,ACC88516,Savings,Withdrawal,Home Loan,Firm E,South,Manager 4,2023-02-16,58108.97,81086.45,0.184575443,783,217,2023,2,Feb,2023-02,1
196,CUST4438,ACC49180,Loan,Payment,Personal Loan,Firm B,North,Manager 2,2024-04-21,38474.4,52363.47,0.375258172,569,110,2024,4,Apr,2024-04,2
91,CUST5253,ACC88286,Loan,Deposit,Savings Account,Firm B,West,Manager 2,2023-11-28,79277.7,56376.73,0.5419364,822,118,2023,11,Nov,2023-11,4
55,CUST7395,ACC67701,Savings,Payment,Home Loan,Firm A,North,Manager 2,2023-08-16,49573.31,108624.08,0.331741639,622,176,2023,8,Aug,2023-08,3
165,CUST8529,ACC83848,Current,Withdrawal,Mutual Fund,Firm A,Central,Manager 1,2024-01-17,58502.91,102101.0,0.476869078,638,79,2024,1,Jan,2024-01,1
84,CUST9962,ACC15925,Current,Payment,Mutual Fund,Firm E,East,Manager 2,2024-04-15,111333.48,95122.91,0.179515275,317,155,2024,4,Apr,2024-04,2
60,CUST5253,ACC45521,Credit,Payment,Home Loan,Firm C,West,Manager 4,2023-02-04,50553.4,103867.1,0.353563112,631,226,2023,2,Feb,2023-02,1
99,CUST4402,ACC71388,Credit,Deposit,Credit Card,Firm C,South,Manager 2,2023-09-08,77191.29,67700.85,0.372064597,754,82,2023,9,Sep,2023-09,3
174,CUST2464,ACC77592,Credit,Withdrawal,Savings Account,Firm E,Central,Manager 4,2023-07-05,88577.01,4873.36,0.660213984,658,133,2023,7,Jul,2023-07,3
92,CUST9683,ACC13357,Savings,Transfer,Savings Account,Firm E,North,Manager 3,2024-03-05,76356.19,67214.59,0.859494812,478,200,2024,3,Mar,2024-03,1
121,CUST6525,ACC12182,Current,Deposit,Savings Account,Firm A,South,Manager 4,2023-12-10,72069.44,92599.84,0.586433719,591,89,2023,12,Dec,2023-12,4
132,CUST4584,ACC11188,Loan,Transfer,Credit Card,Firm D,South,Manager 1,2024-05-28,76190.86,77053.41,0.573733064,551,8,2024,5,May,2024-05,2
55,CUST4258,ACC53466,Current,Withdrawal,Credit Card,Firm A,Central,Manager 2,2023-05-05,85540.33,86752.39,0.686364173,372,200,2023,5,May,2023-05,2
125,CUST3762,ACC42903,Savings,Payment,Mutual Fund,Firm B,North,Manager 1,2024-03-28,63442.07,79170.58,0.334555921,682,45,2024,3,Mar,2024-03,1
114,CUST1644,ACC76699,Current,Deposit,Home Loan,Firm D,West,Manager 4,2023-12-17,79287.07,13216.08,0.617110302,539,149,2023,12,Dec,2023-12,4
141,CUST6038,ACC45521,Current,Transfer,Savings Account,Firm A,East,Manager 2,2024-02-09,12434.75,27023.36,0.127143771,383,32,2024,2,Feb,2024-02,1
9,CUST9216,ACC94907,Current,Withdrawal,Personal Loan,Firm E,Central,Manager 1,2023-09-10,79901.48,-7738.89,0.626890569,721,52,2023,9,Sep,2023-09,3
92,CUST3069,ACC87006,Credit,Transfer,Mutual Fund,Firm D,West,Manager 3,2023-03-06,85705.26,78345.92,0.543507044,847,36,2023,3,Mar,2023-03,1
62,CUST3762,ACC71388,Loan,Payment,Credit Card,Firm C,East,Manager 4,2024-06-11,65945.71,31265.08,0.130191634,509,160,2024,6,Jun,2024-06,2
53,CUST3609,ACC39544,Savings,Payment,Credit Card,Firm B,Central,Manager 2,2023-10-03,80829.12,117228.63,0.33853526,733,228,2023,10,Oct,2023-10,4
33,CUST5894,ACC77638,Current,Deposit,Personal Loan,Firm A,North,Manager 3,2023-03-08,51663.77,89845.32,0.943511621,848,237,2023,3,Mar,2023-03,1
188,CUST2612,ACC76549,Loan,Deposit,Personal Loan,Firm A,South,Manager 4,2023-10-18,83656.24,78568.31,0.573406914,448,232,2023,10,Oct,2023-10,4
190,CUST9731,ACC12334,Savings,Transfer,Credit Card,Firm C,North,Manager 3,2024-01-01,15728.12,82157.64,0.656826308,717,138,2024,1,Jan,2024-01,1
20,CUST6028,ACC51971,Loan,Deposit,Personal Loan,Firm B,West,Manager 2,2023-10-16,42664.74,90063.45,0.477871632,461,86,2023,10,Oct,2023-10,4
3,CUST4625,ACC22255,Credit,Withdrawal,Credit Card,Firm B,East,Manager 4,2023-10-18,40196.74,62274.22,0.737530513,789,205,2023,10,Oct,2023-10,4
96,CUST7345,ACC67701,Credit,Transfer,Credit Card,Firm C,East,Manager 1,2023-04-03,3309.14,97359.82,0.407873798,401,60,2023,4,Apr,2023-04,2
163,CUST9843,ACC43771,Loan,Payment,Home Loan,Firm E,East,Manager 4,2023-01-08,23599.54,52984.05,0.451909545,414,136,2023,1,Jan,2023-01,1
170,CUST2412,ACC97411,Current,Withdrawal,Mutual Fund,Firm B,North,Manager 3,2023-02-14,131774.39,128288.23,0.885973693,507,14,2023,2,Feb,2023-02,1
32,CUST9528,ACC41829,Savings,Payment,Savings Account,Firm D,North,Manager 3,2024-05-22,55465.08,6168.87,0.276342514,611,17,2024,5,May,2024-05,2
66,CUST3315,ACC11188,Current,Payment,Home Loan,Firm B,East,Manager 1,2023-11-24,26629.37,63324.2,0.738678515,399,22,2023,11,Nov,2023-11,4
49,CUST1887,ACC35419,Credit,Payment,Savings Account,Firm A,Central,Manager 2,2023-01-08,81417.35,86819.57,0.495512904,522,17,2023,1,Jan,2023-01,1
66,CUST6937,ACC34119,Savings,Withdrawal,Savings Account,Firm C,Central,Manager 3,2023-04-14,57801.19,63546.94,1.012742792,373,137,2023,4,Apr,2023-04,2
194,CUST2915,ACC43309,Credit,Payment,Savings Account,Firm D,East,Manager 4,2023-03-08,128903.11,86465.76,0.294035969,589,82,2023,3,Mar,2023-03,1
195,CUST8091,ACC43771,Credit,Withdrawal,Home Loan,Firm C,East,Manager 1,2024-03-12,13175.84,49768.77,0.242769601,655,83,2024,3,Mar,2024-03,1
192,CUST6029,ACC45968,Loan,Deposit,Savings Account,Firm D,West,Manager 3,2023-01-15,24717.59,75340.83,0.425550188,513,34,2023,1,Jan,2023-01,1
174,CUST9038,ACC52131,Savings,Transfer,Home Loan,Firm E,West,Manager 4,2023-10-23,29455.57,61651.86,-0.046993204,744,120,2023,10,Oct,2023-10,4
183,CUST6029,ACC57516,Loan,Transfer,Personal Loan,Firm C,North,Manager 3,2024-02-08,55909.9,84916.92,0.191022663,406,207,2024,2,Feb,2024-02,1
51,CUST4258,ACC88286,Credit,Deposit,Home Loan,Firm E,West,Manager 3,2024-04-20,48237.62,45570.34,0.402900646,516,120,2024,4,Apr,2024-04,2
77,CUST8765,ACC48303,Loan,Withdrawal,Mutual Fund,Firm D,East,Manager 3,2023-12-21,57940.06,60797.74,0.57630778,764,91,2023,12,Dec,2023-12,4
1,CUST3187,ACC89098,Loan,Withdrawal,Credit Card,Firm E,West,Manager 4,2024-06-13,2179.73,86322.78,0.344486619,808,136,2024,6,Jun,2024-06,2
79,CUST4780,ACC23736,Current,Payment,Home Loan,Firm E,East,Manager 4,2024-02-13,74359.98,35169.83,0.433080298,308,228,2024,2,Feb,2024-02,1
48,CUST8155,ACC34431,Savings,Transfer,Personal Loan,Firm E,West,Manager 3,2023-10-22,92216.75,14404.95,0.631647513,622,163,2023,10,Oct,2023-10,4
138,CUST9420,ACC41829,Loan,Deposit,Personal Loan,Firm E,East,Manager 4,2023-02-12,32579.24,62707.24,0.539799491,531,171,2023,2,Feb,2023-02,1
31,CUST1747,ACC39482,Loan,Transfer,Home Loan,Firm E,Central,Manager 1,2024-02-05,7969.73,62664.81,0.719219278,372,44,2024,2,Feb,2024-02,1
184,CUST9169,ACC26940,Credit,Payment,Credit Card,Firm C,West,Manager 2,2023-11-06,50010.26,92390.18,0.56334511,477,19,2023,11,Nov,2023-11,4
190,CUST2942,ACC46655,Credit,Deposit,Home Loan,Firm E,Central,Manager 4,2023-06-17,42391.64,111075.01,0.982655174,558,53,2023,6,Jun,2023-06,2
124,CUST2915,ACC49140,Current,Withdrawal,Personal Loan,Firm E,South,Manager 3,2024-01-17,16743.74,129042.27,0.482301502,525,215,2024,1,Jan,2024-01,1
168,CUST5351,ACC45101,Savings,Deposit,Personal Loan,Firm C,West,Manager 1,2023-11-20,35224.63,38920.66,0.130362095,786,160,2023,11,Nov,2023-11,4
82,CUST2871,ACC15925,Savings,Transfer,Personal Loan,Firm B,Central,Manager 4,2024-03-22,37660.55,35186.13,0.394292199,702,188,2024,3,Mar,2024-03,1
143,CUST2694,ACC76549,Credit,Deposit,Mutual Fund,Firm A,West,Manager 4,2023-10-21,59224.0,18430.27,0.698543599,642,218,2023,10,Oct,2023-10,4
24,CUST4669,ACC49422,Credit,Transfer,Credit Card,Firm E,West,Manager 2,2023-04-17,-17358.44,54273.99,0.499705946,419,162,2023,4,Apr,2023-04,2
30,CUST4438,ACC57516,Current,Transfer,Savings Account,Firm A,North,Manager 2,2024-02-13,86689.61,49558.86,0.460547891,698,155,2024,2,Feb,2024-02,1
155,CUST4794,ACC74631,Savings,Transfer,Credit Card,Firm D,East,Manager 1,2023-06-01,56446.65,72881.07,0.399996845,418,154,2023,6,Jun,2023-06,2
93,CUST1609,ACC45968,Credit,Transfer,Credit Card,Firm B,East,Manager 4,2024-06-07,90924.44,87437.51,0.644683238,835,80,2024,6,Jun,2024-06,2
144,CUST3315,ACC71388,Current,Withdrawal,Mutual Fund,Firm E,Central,Manager 1,2023-05-24,73450.99,71392.15,0.723045668,448,139,2023,5,May,2023-05,2
141,CUST8660,ACC94203,Savings,Deposit,Personal Loan,Firm B,North,Manager 4,2023-09-06,85405.89,8743.54,0.704565314,580,232,2023,9,Sep,2023-09,3
100,CUST5610,ACC11062,Credit,Transfer,Personal Loan,Firm D,West,Manager 2,2023-07-30,68279.79,38522.27,0.422614375,574,106,2023,7,Jul,2023-07,3
152,CUST2188,ACC13357,Savings,Withdrawal,Credit Card,Firm D,East,Manager 3,2024-02-17,85176.72,96275.66,0.240939998,681,234,2024,2,Feb,2024-02,1
75,CUST6038,ACC78589,Current,Transfer,Personal Loan,Firm D,South,Manager 1,2024-05-04,55390.2,133292.79,0.213603876,607,215,2024,5,May,2024-05,2
141,CUST4241,ACC25811,Savings,Deposit,Credit Card,Firm E,Central,Manager 3,2023-11-29,79431.66,52874.03,0.273016563,746,183,2023,11,Nov,2023-11,4
16,CUST6947,ACC30146,Current,Deposit,Home Loan,Firm A,West,Manager 2,2023-05-05,35356.97,137652.01,0.330060196,567,14,2023,5,May,2023-05,2
92,CUST5664,ACC52650,Loan,Payment,Personal Loan,Firm B,Central,Manager 3,2024-03-30,51069.13,130841.26,0.80987167,603,181,2024,3,Mar,2024-03,1
71,CUST9731,ACC10117,Current,Payment,Home Loan,Firm D,South,Manager 3,2023-12-09,38168.47,64821.33,0.611787563,733,138,2023,12,Dec,2023-12,4
8,CUST1547,ACC23736,Current,Withdrawal,Home Loan,Firm A,South,Manager 3,2024-05-22,41730.75,114136.63,0.303794996,468,38,2024,5,May,2024-05,2
194,CUST9683,ACC45951,Current,Withdrawal,Personal Loan,Firm B,South,Manager 1,2024-03-19,44291.3,110589.33,0.781284984,527,157,2024,3,Mar,2024-03,1
157,CUST6937,ACC16664,Loan,Transfer,Savings Account,Firm D,South,Manager 1,2023-02-14,32879.4,69579.48,0.352024637,481,9,2023,2,Feb,2023-02,1
158,CUST7098,ACC57872,Credit,Transfer,Savings Account,Firm D,West,Manager 1,2023-05-11,70363.18,58132.71,0.653007403,744,40,2023,5,May,2023-05,2
121,CUST7493,ACC66190,Current,Transfer,Credit Card,Firm C,Central,Manager 2,2024-03-23,23848.05,119688.57,0.437337714,438,122,2024,3,Mar,2024-03,1
169,CUST4884,ACC88449,Loan,Withdrawal,Credit Card,Firm B,Central,Manager 4,2023-05-26,50072.94,41282.54,0.411186618,542,191,2023,5,May,2023-05,2
1,CUST5351,ACC22799,Current,Payment,Personal Loan,Firm D,South,Manager 3,2023-10-24,42118.17,110012.17,0.434404975,660,129,2023,10,Oct,2023-10,4
71,CUST6330,ACC82381,Savings,Withdrawal,Personal Loan,Firm E,Central,Manager 3,2024-04-16,38794.28,84835.25,0.340955136,745,186,2024,4,Apr,2024-04,2
65,CUST6565,ACC39529,Savings,Withdrawal,Credit Card,Firm B,East,Manager 2,2023-02-05,39997.81,-35891.0,0.338779628,675,174,2023,2,Feb,2023-02,1
11,CUST1121,ACC62809,Credit,Payment,Savings Account,Firm C,South,Manager 3,2024-03-28,87354.63,77450.91,0.209353677,657,190,2024,3,Mar,2024-03,1
95,CUST4126,ACC20297,Credit,Payment,Personal Loan,Firm E,West,Manager 3,2023-02-12,50141.52,31233.23,1.041818673,622,55,2023,2,Feb,2023-02,1
118,CUST3762,ACC26956,Credit,Transfer,Home Loan,Firm A,West,Manager 4,2023-10-03,63699.17,62130.71,0.265224861,637,83,2023,10,Oct,2023-10,4
24,CUST7002,ACC29477,Current,Deposit,Home Loan,Firm A,North,Manager 1,2024-01-08,57849.92,44329.4,0.192110985,324,226,2024,1,Jan,2024-01,1
117,CUST4241,ACC34821,Loan,Deposit,Mutual Fund,Firm E,South,Manager 2,2023-05-03,35825.33,83702.42,0.16422118,343,137,2023,5,May,2023-05,2
102,CUST1962,ACC45521,Savings,Withdrawal,Home Loan,Firm C,South,Manager 4,2023-10-22,66964.49,-18963.8,1.081887261,808,118,2023,10,Oct,2023-10,4
68,CUST6029,ACC61827,Savings,Transfer,Credit Card,Firm A,South,Manager 1,2024-06-21,54360.5,49298.64,0.468819328,825,55,2024,6,Jun,2024-06,2
75,CUST1609,ACC70460,Loan,Payment,Mutual Fund,Firm C,East,Manager 4,2024-06-22,45031.26,55748.42,0.628049579,722,51,2024,6,Jun,2024-06,2
184,CUST1121,ACC28292,Loan,Withdrawal,Home Loan,Firm D,North,Manager 1,2023-04-19,76071.56,74043.86,0.221606356,457,101,2023,4,Apr,2023-04,2
197,CUST6391,ACC29231,Loan,Deposit,Credit Card,Firm D,South,Manager 1,2023-11-17,85484.08,101390.17,0.077464074,795,59,2023,11,Nov,2023-11,4
77,CUST1749,ACC23736,Current,Withdrawal,Personal Loan,Firm B,East,Manager 1,2023-02-10,57656.81,71163.82,0.34174833,825,192,2023,2,Feb,2023-02,1
179,CUST3006,ACC97411,Current,Payment,Mutual Fund,Firm B,West,Manager 3,2024-06-07,-18823.16,98466.74,0.496044306,424,37,2024,6,Jun,2024-06,2
44,CUST9683,ACC80131,Loan,Payment,Credit Card,Firm B,North,Manager 4,2024-03-23,52373.45,132761.73,0.573291317,755,104,2024,3,Mar,2024-03,1
84,CUST7855,ACC34119,Savings,Transfer,Personal Loan,Firm B,South,Manager 2,2023-01-17,22125.75,108023.5,0.288647338,694,229,2023,1,Jan,2023-01,1
75,CUST2357,ACC41829,Current,Withdrawal,Savings Account,Firm E,North,Manager 1,2023-02-10,53467.26,56195.5,0.518878109,806,195,2023,2,Feb,2023-02,1
126,CUST7651,ACC36079,Credit,Transfer,Mutual Fund,Firm A,Central,Manager 4,2023-06-06,103303.79,94440.69,0.425290364,452,142,2023,6,Jun,2023-06,2
17,CUST2942,ACC17688,Savings,Transfer,Personal Loan,Firm E,West,Manager 4,2023-07-25,44619.79,73109.08,0.527192151,476,41,2023,7,Jul,2023-07,3
86,CUST2412,ACC30146,Savings,Transfer,Credit Card,Firm D,South,Manager 2,2023-12-21,57560.86,12153.51,0.623705722,338,192,2023,12,Dec,2023-12,4
123,CUST4669,ACC80131,Current,Withdrawal,Personal Loan,Firm B,Central,Manager 2,2023-06-06,78520.38,95890.82,0.178763277,470,216,2023,6,Jun,2023-06,2
129,CUST1467,ACC26940,Savings,Withdrawal,Savings Account,Firm B,Central,Manager 4,2024-04-20,73313.85,121806.53,0.607903968,749,52,2024,4,Apr,2024-04,2
133,CUST9564,ACC15671,Current,Transfer,Savings Account,Firm E,South,Manager 4,2023-10-19,36135.14,39629.93,0.541090476,716,110,2023,10,Oct,2023-10,4
30,CUST1888,ACC45101,Credit,Payment,Savings Account,Firm A,Central,Manager 1,2023-04-19,165004.54,110349.68,0.373505825,619,175,2023,4,Apr,2023-04,2
70,CUST1962,ACC51593,Loan,Deposit,Home Loan,Firm B,East,Manager 3,2023-12-30,105938.98,97124.93,0.081558242,383,160,2023,12,Dec,2023-12,4
137,CUST1609,ACC51593,Loan,Transfer,Mutual Fund,Firm B,North,Manager 4,2023-04-26,77746.08,77535.53,0.407640041,337,61,2023,4,Apr,2023-04,2
144,CUST7855,ACC18177,Loan,Deposit,Savings Account,Firm B,East,Manager 4,2023-09-30,97227.84,77407.43,0.332526499,342,144,2023,9,Sep,2023-09,3
181,CUST1738,ACC40939,Loan,Deposit,Personal Loan,Firm C,Central,Manager 3,2023-05-12,49088.46,96917.28,0.332039138,835,131,2023,5,May,2023-05,2
24,CUST2349,ACC51009,Loan,Deposit,Credit Card,Firm E,Central,Manager 3,2024-02-13,-16416.1,109008.38,0.198718623,736,31,2024,2,Feb,2024-02,1
4,CUST2541,ACC70314,Current,Transfer,Savings Account,Firm B,Central,Manager 2,2023-08-06,50893.94,75322.55,0.893583388,327,44,2023,8,Aug,2023-08,3
24,CUST1498,ACC61926,Credit,Deposit,Home Loan,Firm E,Central,Manager 2,2023-10-22,51238.56,58708.11,0.331074423,809,30,2023,10,Oct,2023-10,4
18,CUST1498,ACC86784,Loan,Withdrawal,Savings Account,Firm D,West,Manager 1,2024-02-13,53266.93,80257.21,0.47425941,582,133,2024,2,Feb,2024-02,1
124,CUST3015,ACC15359,Savings,Deposit,Mutual Fund,Firm A,South,Manager 1,2023-04-11,69405.13,79358.15,0.519556856,453,197,2023,4,Apr,2023-04,2
108,CUST3187,ACC53466,Credit,Payment,Savings Account,Firm E,Central,Manager 4,2023-05-24,71180.57,68626.28,0.25788553,312,82,2023,5,May,2023-05,2
182,CUST1749,ACC95774,Savings,Withdrawal,Mutual Fund,Firm E,South,Manager 3,2023-09-30,73566.82,52233.98,0.173028041,627,92,2023,9,Sep,2023-09,3
190,CUST7098,ACC91220,Credit,Transfer,Credit Card,Firm C,West,Manager 4,2024-01-04,35405.47,61905.16,0.410444889,451,136,2024,1,Jan,2024-01,1
44,CUST6351,ACC42903,Savings,Payment,Credit Card,Firm A,North,Manager 4,2023-04-14,90304.09,61378.84,0.422772178,624,180,2023,4,Apr,2023-04,2
14,CUST5385,ACC30852,Loan,Payment,Mutual Fund,Firm B,South,Manager 1,2023-02-26,81479.12,55741.83,0.600079492,452,132,2023,2,Feb,2023-02,1
75,CUST8279,ACC88286,Current,Deposit,Savings Account,Firm B,South,Manager 1,2024-01-12,58593.99,101203.29,0.752543671,386,146,2024,1,Jan,2024-01,1
17,CUST7730,ACC32627,Credit,Deposit,Savings Account,Firm C,West,Manager 1,2023-10-21,38669.2,107401.0,0.350194105,820,120,2023,10,Oct,2023-10,4
165,CUST6837,ACC64785,Savings,Transfer,Mutual Fund,Firm A,East,Manager 2,2024-01-08,42583.17,105120.8,0.459328295,468,185,2024,1,Jan,2024-01,1
161,CUST9683,ACC30146,Credit,Withdrawal,Mutual Fund,Firm C,South,Manager 2,2023-11-20,30806.06,70285.52,0.54257847,821,186,2023,11,Nov,2023-11,4
23,CUST9038,ACC21878,Loan,Withdrawal,Home Loan,Firm C,East,Manager 3,2024-06-16,43876.33,93060.55,0.502390614,637,44,2024,6,Jun,2024-06,2
108,CUST2578,ACC24070,Credit,Withdrawal,Home Loan,Firm B,Central,Manager 4,2023-03-08,83326.15,82995.63,0.615148119,364,82,2023,3,Mar,2023-03,1
103,CUST1042,ACC77773,Loan,Deposit,Credit Card,Firm A,East,Manager 2,2023-05-24,79893.59,122659.78,0.457390103,737,115,2023,5,May,2023-05,2
168,CUST4794,ACC28612,Loan,Withdrawal,Credit Card,Firm C,East,Manager 2,2024-04-16,101279.8,93704.79,0.612048691,560,55,2024,4,Apr,2024-04,2
199,CUST1042,ACC48303,Credit,Transfer,Credit Card,Firm E,North,Manager 3,2023-10-06,34675.06,138758.5,1.080503973,420,167,2023,10,Oct,2023-10,4
156,CUST9666,ACC45521,Loan,Withdrawal,Credit Card,Firm A,East,Manager 1,2023-08-10,61350.51,26908.76,0.6320442,450,79,2023,8,Aug,2023-08,3
50,CUST3609,ACC30787,Savings,Deposit,Credit Card,Firm D,South,Manager 3,2023-07-25,81582.16,79529.92,0.306109067,828,88,2023,7,Jul,2023-07,3
4,CUST2716,ACC62446,Current,Payment,Credit Card,Firm E,North,Manager 4,2023-01-17,78582.19,41278.63,-0.109741958,558,164,2023,1,Jan,2023-01,1
152,CUST9216,ACC74656,Credit,Transfer,Credit Card,Firm B,North,Manager 1,2023-08-18,40203.92,88982.91,0.14187085,658,162,2023,8,Aug,2023-08,3
162,CUST2699,ACC24508,Loan,Payment,Credit Card,Firm B,South,Manager 1,2024-06-11,33145.23,112969.25,0.583388351,728,222,2024,6,Jun,2024-06,2
72,CUST3762,ACC53865,Savings,Transfer,Personal Loan,Firm D,Central,Manager 3,2023-09-19,27382.29,88058.45,0.447424895,506,123,2023,9,Sep,2023-09,3
59,CUST8250,ACC34431,Credit,Payment,Savings Account,Firm C,East,Manager 4,2023-11-06,53298.26,89693.99,0.810890268,772,118,2023,11,Nov,2023-11,4
160,CUST8091,ACC92104,Loan,Deposit,Mutual Fund,Firm E,North,Manager 3,2023-10-06,67596.0,108551.41,0.188832608,464,222,2023,10,Oct,2023-10,4
1,CUST6776,ACC10117,Current,Transfer,Personal Loan,Firm A,Central,Manager 3,2023-12-30,31566.83,110014.02,0.482985552,485,219,2023,12,Dec,2023-12,4
73,CUST9216,ACC11188,Current,Withdrawal,Mutual Fund,Firm E,East,Manager 3,2023-03-03,8391.98,79903.79,0.296110619,655,142,2023,3,Mar,2023-03,1
191,CUST6292,ACC62446,Loan,Deposit,Home Loan,Firm A,East,Manager 2,2023-01-21,88620.14,62680.67,0.357724503,819,46,2023,1,Jan,2023-01,1
61,CUST3725,ACC83848,Credit,Payment,Home Loan,Firm B,South,Manager 3,2023-10-20,77264.76,59705.93,0.202032649,763,121,2023,10,Oct,2023-10,4
40,CUST4258,ACC77638,Savings,Deposit,Savings Account,Firm C,East,Manager 2,2023-02-16,68961.02,100119.21,0.27041025,601,153,2023,2,Feb,2023-02,1
75,CUST5916,ACC16241,Loan,Withdrawal,Credit Card,Firm D,North,Manager 1,2023-05-05,65146.56,58770.54,0.571573089,533,59,2023,5,May,2023-05,2
52,CUST1467,ACC34431,Savings,Transfer,Home Loan,Firm A,West,Manager 1,2023-04-03,40485.65,60236.27,0.414163215,609,41,2023,4,Apr,2023-04,2
55,CUST1114,ACC11285,Loan,Withdrawal,Home Loan,Firm B,South,Manager 2,2023-10-31,74280.14,87411.2,0.759031894,472,47,2023,10,Oct,2023-10,4
191,CUST9535,ACC70314,Loan,Deposit,Mutual Fund,Firm B,Central,Manager 3,2024-03-02,109333.69,52127.59,0.507607929,359,60,2024,3,Mar,2024-03,1
180,CUST9420,ACC90887,Savings,Deposit,Credit Card,Firm D,West,Manager 4,2023-02-12,49898.57,86055.05,0.530921632,552,179,2023,2,Feb,2023-02,1
41,CUST2349,ACC61827,Loan,Withdrawal,Credit Card,Firm C,South,Manager 1,2024-02-04,70111.41,62017.83,0.410514112,609,159,2024,2,Feb,2024-02,1
184,CUST9564,ACC34568,Loan,Payment,Home Loan,Firm E,East,Manager 2,2023-04-14,30854.25,17090.74,0.553199599,727,78,2023,4,Apr,2023-04,2
193,CUST1962,ACC17688,Loan,Transfer,Credit Card,Firm C,West,Manager 4,2023-10-03,73059.47,63754.29,0.366463137,714,209,2023,10,Oct,2023-10,4
